phenotype	phenoscore	phenoscore_time	pheno_id
cell death	 -4.384753	19.94	Pheno37
glycolysis	 16.305761	19.94	Pheno37
lipogenesis	 11.179008	19.94	Pheno37
myotube hypertrophy	-17.337487	19.94	Pheno37
proliferation	  0.000000	19.94	Pheno37
vldl assembly	 24.531913	19.94	Pheno37
cell death	 -4.710375	20.37	Pheno38
glycolysis	 22.098904	20.37	Pheno38
lipogenesis	  5.964140	20.37	Pheno38
myotube hypertrophy	-20.407348	20.37	Pheno38
proliferation	  0.000000	20.37	Pheno38
vldl assembly	 10.574611	20.37	Pheno38
apoptosis	 -5.6007723	20.53	Pheno39
autophagy	 -6.7275713	20.53	Pheno39
cell cycle block	 -1.6118334	20.53	Pheno39
cell cycle exit	  4.5841543	20.53	Pheno39
cell cycle progress 	 -1.6118334	20.53	Pheno39
cell death	 -5.9603852	20.53	Pheno39
cell growth	  9.5725400	20.53	Pheno39
centrosome separation	 17.3487680	20.53	Pheno39
dendritic spine morphogenesis	  6.4822735	20.53	Pheno39
fibrosis	 -0.7572069	20.53	Pheno39
glycolysis	  8.3852406	20.53	Pheno39
lipogenesis	-21.4745391	20.53	Pheno39
m2 polarization	 38.1509499	20.53	Pheno39
metastasis	 -6.5861258	20.53	Pheno39
muscle atrophy	 -6.7275713	20.53	Pheno39
myotube hypertrophy	 -2.6476486	20.53	Pheno39
proliferation	 -5.2944178	20.53	Pheno39
protein synthesis	 -0.7352584	20.53	Pheno39
skeletal muscle differentiation	 -2.9781599	20.53	Pheno39
survival	 -1.7250427	20.53	Pheno39
t cell activation	  0.7222530	20.53	Pheno39
translational regulation	  6.9181572	20.53	Pheno39
vldl assembly	-13.1843254	20.53	Pheno39
apoptosis	 -5.9797936	20.42	Pheno40
autophagy	-10.2093146	20.42	Pheno40
cell cycle block	 -1.7094344	20.42	Pheno40
cell cycle exit	  5.0439302	20.42	Pheno40
cell cycle progress 	 -1.7094344	20.42	Pheno40
cell death	 -6.8098614	20.42	Pheno40
cell growth	  7.1496852	20.42	Pheno40
centrosome separation	 17.4109159	20.42	Pheno40
dendritic spine morphogenesis	  6.4652402	20.42	Pheno40
fibrosis	 -0.6113841	20.42	Pheno40
glycolysis	  9.7479775	20.42	Pheno40
lipogenesis	-20.3253499	20.42	Pheno40
m2 polarization	 21.3433911	20.42	Pheno40
metastasis	 -4.9157186	20.42	Pheno40
muscle atrophy	-10.2093146	20.42	Pheno40
myotube hypertrophy	 -3.1288112	20.42	Pheno40
proliferation	 -5.2536877	20.42	Pheno40
protein synthesis	 -0.7133224	20.42	Pheno40
skeletal muscle differentiation	 -3.0034355	20.42	Pheno40
survival	 -1.9883006	20.42	Pheno40
t cell activation	 -0.1025509	20.42	Pheno40
translational regulation	  8.1792691	20.42	Pheno40
vldl assembly	 -7.7514553	20.42	Pheno40
adipogenesis	-14.2591863	22.34	Pheno41
alternative splicing regulation	-27.2962120	22.34	Pheno41
apoptosis	 -0.1999747	22.34	Pheno41
autophagy	 -9.7181191	22.34	Pheno41
cell cycle block	-30.9861728	22.34	Pheno41
cell cycle exit	-11.2680281	22.34	Pheno41
cell cycle progress 	-30.9861728	22.34	Pheno41
cell death	 -1.1047850	22.34	Pheno41
cell growth	 28.8508589	22.34	Pheno41
centrosome separation	  7.4280823	22.34	Pheno41
chromatine condensation	 43.2450872	22.34	Pheno41
cilium assembly	 12.8970582	22.34	Pheno41
dendritic spine morphogenesis	  4.3793275	22.34	Pheno41
differentiation	-17.2747676	22.34	Pheno41
dna repair	 -4.0205236	22.34	Pheno41
epigenetic regulation	  1.8190708	22.34	Pheno41
epithelial-mesenchymal transition	  3.4613063	22.34	Pheno41
fatty acid biosynthesis	  9.4995553	22.34	Pheno41
fibrosis	 18.5158763	22.34	Pheno41
food intake	  6.1777668	22.34	Pheno41
g1/s transition	-13.9820561	22.34	Pheno41
glycogen synthesis	 -5.8601980	22.34	Pheno41
glycolysis	  3.9159961	22.34	Pheno41
immortality	 -8.2944253	22.34	Pheno41
lipogenesis	 -9.7178219	22.34	Pheno41
m1 polarization	  7.5974869	22.34	Pheno41
m2 polarization	 19.5111650	22.34	Pheno41
mast-cell diff	 -6.3798265	22.34	Pheno41
megakaryocyte differentiation 	 -6.3798265	22.34	Pheno41
metastasis	 -7.9427830	22.34	Pheno41
microtubule polimerization	 -8.4907381	22.34	Pheno41
mitochondrial fission	  4.6670280	22.34	Pheno41
mitotic checkpoint	 -0.4252623	22.34	Pheno41
muscle atrophy	 -9.1823522	22.34	Pheno41
myoblast fusion	 -0.6640330	22.34	Pheno41
myotube hypertrophy	-10.5966917	22.34	Pheno41
neurite outgrowth	 -6.4045509	22.34	Pheno41
neurodegeneration	  4.3755940	22.34	Pheno41
neurogenesis	 -7.8745992	22.34	Pheno41
neuron maturation	       -Inf	22.34	Pheno41
nucleotide synthesis	  0.0000000	22.34	Pheno41
osteoclast differentiation	 15.3229172	22.34	Pheno41
proliferation	 -3.5828879	22.34	Pheno41
protein synthesis	-12.9903389	22.34	Pheno41
pyrimidine biosynthesis	-18.1467148	22.34	Pheno41
rrna transcription	  8.9905334	22.34	Pheno41
skeletal muscle differentiation	-26.0446598	22.34	Pheno41
spindle assembly	-21.2732335	22.34	Pheno41
stress granules	 18.8873522	22.34	Pheno41
survival	 -7.5609277	22.34	Pheno41
synaptic plasticity	 -6.7462456	22.34	Pheno41
synaptic vesicle exocytosis	 -4.9453026	22.34	Pheno41
t cell activation	 14.4369782	22.34	Pheno41
translational regulation	 -9.3949598	22.34	Pheno41
vesicle transport	       -Inf	22.34	Pheno41
vldl assembly	-11.0211331	22.34	Pheno41
adipogenesis	-15.8770865	22.23	Pheno42
alternative splicing regulation	-31.9984995	22.23	Pheno42
apoptosis	 -0.4143523	22.23	Pheno42
autophagy	 -9.0783891	22.23	Pheno42
cell cycle block	-26.6818784	22.23	Pheno42
cell cycle exit	 -9.7693543	22.23	Pheno42
cell cycle progress 	-26.6818784	22.23	Pheno42
cell death	 -1.1216071	22.23	Pheno42
cell growth	 35.2980720	22.23	Pheno42
centrosome separation	  6.5545581	22.23	Pheno42
chromatine condensation	 18.5333003	22.23	Pheno42
cilium assembly	 14.3717999	22.23	Pheno42
dendritic spine morphogenesis	  3.8953420	22.23	Pheno42
differentiation	-16.6506946	22.23	Pheno42
dna repair	 -3.7420961	22.23	Pheno42
epigenetic regulation	  1.9997719	22.23	Pheno42
epithelial-mesenchymal transition	  4.7750662	22.23	Pheno42
fatty acid biosynthesis	 11.5759123	22.23	Pheno42
fibrosis	 17.6326623	22.23	Pheno42
food intake	  4.2124820	22.23	Pheno42
g1/s transition	 -9.9924312	22.23	Pheno42
glycogen synthesis	 -6.3051971	22.23	Pheno42
glycolysis	  3.6923366	22.23	Pheno42
immortality	 -6.3766678	22.23	Pheno42
lipogenesis	 -6.8185402	22.23	Pheno42
m1 polarization	  9.3246618	22.23	Pheno42
m2 polarization	 23.9196415	22.23	Pheno42
mast-cell diff	 -8.8764534	22.23	Pheno42
megakaryocyte differentiation 	 -8.8764534	22.23	Pheno42
metastasis	 -6.9330447	22.23	Pheno42
microtubule polimerization	 -7.4243715	22.23	Pheno42
mitochondrial fission	  4.0680885	22.23	Pheno42
mitotic checkpoint	  0.1655454	22.23	Pheno42
muscle atrophy	 -8.8204220	22.23	Pheno42
myoblast fusion	 -1.0513848	22.23	Pheno42
myotube hypertrophy	 -9.1538773	22.23	Pheno42
neurite outgrowth	 -4.3440230	22.23	Pheno42
neurodegeneration	  5.0826533	22.23	Pheno42
neurogenesis	 -5.9861180	22.23	Pheno42
neuron maturation	       -Inf	22.23	Pheno42
nucleotide synthesis	  0.0000000	22.23	Pheno42
osteoclast differentiation	 14.3717999	22.23	Pheno42
proliferation	 -3.2989620	22.23	Pheno42
protein synthesis	-13.8812587	22.23	Pheno42
pyrimidine biosynthesis	-15.1251996	22.23	Pheno42
rrna transcription	 10.4920068	22.23	Pheno42
skeletal muscle differentiation	-21.7643616	22.23	Pheno42
spindle assembly	-14.2178824	22.23	Pheno42
stress granules	 24.8978836	22.23	Pheno42
survival	 -8.8459901	22.23	Pheno42
synaptic plasticity	 -6.6424465	22.23	Pheno42
synaptic vesicle exocytosis	 -4.3133633	22.23	Pheno42
t cell activation	 14.4848699	22.23	Pheno42
translational regulation	 -9.6122827	22.23	Pheno42
vesicle transport	       -Inf	22.23	Pheno42
vldl assembly	 -6.8919714	22.23	Pheno42
apoptosis	 -5.178336	20.24	Pheno43
cell cycle block	 -9.602583	20.24	Pheno43
cell cycle exit	  2.245136	20.24	Pheno43
cell cycle progress 	 -9.602583	20.24	Pheno43
cell death	 -5.425874	20.24	Pheno43
cell growth	  9.396342	20.24	Pheno43
glycolysis	 17.177786	20.24	Pheno43
lipogenesis	  7.827120	20.24	Pheno43
myotube hypertrophy	-12.128028	20.24	Pheno43
proliferation	  0.000000	20.24	Pheno43
vldl assembly	 15.047123	20.24	Pheno43
apoptosis	 -4.9515238	20.52	Pheno44
cell cycle block	 -9.3552417	20.52	Pheno44
cell cycle exit	  0.8285554	20.52	Pheno44
cell cycle progress 	 -9.3552417	20.52	Pheno44
cell death	 -4.2080035	20.52	Pheno44
cell growth	  8.0206060	20.52	Pheno44
glycolysis	 19.7705261	20.52	Pheno44
lipogenesis	  9.7665710	20.52	Pheno44
myotube hypertrophy	-17.3996348	20.52	Pheno44
proliferation	  0.0000000	20.52	Pheno44
vldl assembly	 18.7104834	20.52	Pheno44
adipogenesis	 -1.6868626	19.96	Pheno45
apoptosis	 -4.8750315	19.96	Pheno45
autophagy	 -8.6593008	19.96	Pheno45
cell cycle block	 -1.4837841	19.96	Pheno45
cell cycle exit	  4.8001955	19.96	Pheno45
cell cycle progress 	 -1.4837841	19.96	Pheno45
cell death	 -7.2752898	19.96	Pheno45
cell growth	 -0.2342791	19.96	Pheno45
centrosome separation	 16.1899657	19.96	Pheno45
dendritic spine morphogenesis	  6.0958061	19.96	Pheno45
fibrosis	 -0.7287195	19.96	Pheno45
g1/s transition	  7.1785950	19.96	Pheno45
glycogen synthesis	-14.2702450	19.96	Pheno45
glycolysis	  8.7248745	19.96	Pheno45
immortality	-22.1080471	19.96	Pheno45
lipogenesis	-14.8496594	19.96	Pheno45
m2 polarization	 23.3843130	19.96	Pheno45
metastasis	 -6.3026310	19.96	Pheno45
mitotic checkpoint	  9.3733007	19.96	Pheno45
muscle atrophy	 -8.6593008	19.96	Pheno45
myotube hypertrophy	 -4.2599971	19.96	Pheno45
neurogenesis	 -8.4706936	19.96	Pheno45
proliferation	 -7.8851088	19.96	Pheno45
protein synthesis	 -3.4019959	19.96	Pheno45
skeletal muscle differentiation	 -3.6126200	19.96	Pheno45
stress granules	 17.3186016	19.96	Pheno45
survival	 -1.5111680	19.96	Pheno45
synaptic plasticity	 -1.9713923	19.96	Pheno45
t cell activation	 -0.1476032	19.96	Pheno45
translational regulation	  5.6161301	19.96	Pheno45
vldl assembly	 -3.2238838	19.96	Pheno45
adipogenesis	 -1.6444856	19.43	Pheno46
apoptosis	 -4.8701719	19.43	Pheno46
autophagy	 -8.6282268	19.43	Pheno46
cell cycle block	 -1.8240437	19.43	Pheno46
cell cycle exit	  5.5701863	19.43	Pheno46
cell cycle progress 	 -1.8240437	19.43	Pheno46
cell death	 -6.2923697	19.43	Pheno46
cell growth	  2.2089796	19.43	Pheno46
centrosome separation	 20.2123716	19.43	Pheno46
dendritic spine morphogenesis	  5.2886531	19.43	Pheno46
fibrosis	 -0.8573496	19.43	Pheno46
g1/s transition	  7.1928355	19.43	Pheno46
glycogen synthesis	-12.6928410	19.43	Pheno46
glycolysis	  5.6106412	19.43	Pheno46
immortality	-12.0704755	19.43	Pheno46
lipogenesis	-11.9707285	19.43	Pheno46
m2 polarization	 36.0006511	19.43	Pheno46
metastasis	 -6.3155959	19.43	Pheno46
mitotic checkpoint	  9.0489585	19.43	Pheno46
muscle atrophy	 -8.6282268	19.43	Pheno46
myotube hypertrophy	 -2.7320331	19.43	Pheno46
neurogenesis	 -9.7403438	19.43	Pheno46
proliferation	 -7.7305867	19.43	Pheno46
protein synthesis	 -3.0337081	19.43	Pheno46
skeletal muscle differentiation	 -2.5878948	19.43	Pheno46
stress granules	 11.5321257	19.43	Pheno46
survival	 -2.0091511	19.43	Pheno46
synaptic plasticity	 -2.3238338	19.43	Pheno46
t cell activation	  0.3042036	19.43	Pheno46
translational regulation	  5.7097761	19.43	Pheno46
vldl assembly	 -2.9363151	19.43	Pheno46
adipogenesis	-15.075740332	19.88	Pheno47
alternative splicing regulation	-60.668056916	19.88	Pheno47
apoptosis	  0.000000000	19.88	Pheno47
autophagy	 -4.694944821	19.88	Pheno47
cell cycle block	-25.838969121	19.88	Pheno47
cell cycle exit	 -8.637608055	19.88	Pheno47
cell cycle progress 	-25.838969121	19.88	Pheno47
cell death	  1.941818578	19.88	Pheno47
cell growth	 31.753920220	19.88	Pheno47
centrosome separation	  5.890978893	19.88	Pheno47
chromatine condensation	 17.168444409	19.88	Pheno47
chromosome segregation	 -2.864098966	19.88	Pheno47
dendritic spine morphogenesis	  3.611154996	19.88	Pheno47
differentiation	-15.031813107	19.88	Pheno47
dna repair	 -3.966505442	19.88	Pheno47
epigenetic regulation	  1.450279981	19.88	Pheno47
epithelial-mesenchymal transition	  9.197266718	19.88	Pheno47
fatty acid biosynthesis	  0.975272115	19.88	Pheno47
fibrosis	 15.284675988	19.88	Pheno47
food intake	  5.722814803	19.88	Pheno47
g1/s transition	-29.150225585	19.88	Pheno47
glycogen synthesis	 -7.161861170	19.88	Pheno47
glycolysis	  2.851410606	19.88	Pheno47
hexosamine biosynthesis	-16.331066877	19.88	Pheno47
immortality	 -5.411561427	19.88	Pheno47
lipogenesis	 -5.888024512	19.88	Pheno47
m1 polarization	  7.409416629	19.88	Pheno47
m2 polarization	 24.202065578	19.88	Pheno47
mast-cell diff	-10.269969627	19.88	Pheno47
megakaryocyte differentiation 	-10.269969627	19.88	Pheno47
metastasis	 -7.029553058	19.88	Pheno47
microtubule polimerization	 -8.425389815	19.88	Pheno47
mitochondrial fission	  2.434080243	19.88	Pheno47
mitotic checkpoint	  0.004315863	19.88	Pheno47
mrna capping	 -3.420206330	19.88	Pheno47
muscle atrophy	 -7.482758753	19.88	Pheno47
myoblast fusion	 -1.553268797	19.88	Pheno47
myotube hypertrophy	-11.922926474	19.88	Pheno47
neurite outgrowth	 -3.771423281	19.88	Pheno47
neurodegeneration	  3.924277094	19.88	Pheno47
neurogenesis	 -5.355942548	19.88	Pheno47
neuron maturation	         -Inf	19.88	Pheno47
nucleotide synthesis	  0.000000000	19.88	Pheno47
osteoclast differentiation	  8.863419707	19.88	Pheno47
proliferation	 -4.993768652	19.88	Pheno47
protein aggregates	  2.799369292	19.88	Pheno47
protein glycosylation	-16.331066877	19.88	Pheno47
protein synthesis	-10.527405583	19.88	Pheno47
pyrimidine biosynthesis	-28.208708258	19.88	Pheno47
rrna transcription	  1.972383372	19.88	Pheno47
skeletal muscle differentiation	-25.581827632	19.88	Pheno47
spindle assembly	 -5.216721723	19.88	Pheno47
stress granules	 17.486706054	19.88	Pheno47
survival	 -7.021877442	19.88	Pheno47
synaptic plasticity	-12.277115020	19.88	Pheno47
synaptic vesicle exocytosis	 -5.124851166	19.88	Pheno47
t cell activation	  7.524794970	19.88	Pheno47
translational regulation	 -8.317872518	19.88	Pheno47
vesicle transport	         -Inf	19.88	Pheno47
vldl assembly	 -6.264514614	19.88	Pheno47
adipogenesis	-13.7563345	20.72	Pheno48
alternative splicing regulation	-49.2035553	20.72	Pheno48
apoptosis	  0.0000000	20.72	Pheno48
autophagy	 -4.1885177	20.72	Pheno48
cell cycle block	-28.3218513	20.72	Pheno48
cell cycle exit	 -8.9964873	20.72	Pheno48
cell cycle progress 	-28.3218513	20.72	Pheno48
cell death	  2.0234992	20.72	Pheno48
cell growth	 31.8316249	20.72	Pheno48
centrosome separation	  7.7760408	20.72	Pheno48
chromatine condensation	 17.2106421	20.72	Pheno48
chromosome segregation	 -3.0467198	20.72	Pheno48
dendritic spine morphogenesis	  4.1484820	20.72	Pheno48
differentiation	-17.1042062	20.72	Pheno48
dna repair	 -3.2133005	20.72	Pheno48
epigenetic regulation	  1.4151601	20.72	Pheno48
epithelial-mesenchymal transition	 10.9920869	20.72	Pheno48
fatty acid biosynthesis	  2.4204121	20.72	Pheno48
fibrosis	 15.7961520	20.72	Pheno48
food intake	  5.3474474	20.72	Pheno48
g1/s transition	-34.2561482	20.72	Pheno48
glycogen synthesis	 -5.0787920	20.72	Pheno48
glycolysis	  2.9245605	20.72	Pheno48
hexosamine biosynthesis	-17.5306115	20.72	Pheno48
immortality	 -5.6207530	20.72	Pheno48
lipogenesis	 -3.8868950	20.72	Pheno48
m1 polarization	  7.9519143	20.72	Pheno48
m2 polarization	 25.1611445	20.72	Pheno48
mast-cell diff	 -8.8634197	20.72	Pheno48
megakaryocyte differentiation 	 -8.8634197	20.72	Pheno48
metastasis	 -6.3139537	20.72	Pheno48
microtubule polimerization	 -7.5803539	20.72	Pheno48
mitochondrial fission	  2.9911611	20.72	Pheno48
mitotic checkpoint	 -0.5088886	20.72	Pheno48
mrna capping	 -5.8474588	20.72	Pheno48
muscle atrophy	 -6.6339942	20.72	Pheno48
myoblast fusion	 -1.3344468	20.72	Pheno48
myotube hypertrophy	-10.4417747	20.72	Pheno48
neurite outgrowth	 -3.8744568	20.72	Pheno48
neurodegeneration	  5.1669376	20.72	Pheno48
neurogenesis	 -7.7446687	20.72	Pheno48
neuron maturation	       -Inf	20.72	Pheno48
nucleotide synthesis	  0.0000000	20.72	Pheno48
osteoclast differentiation	 17.5306115	20.72	Pheno48
proliferation	 -4.8826836	20.72	Pheno48
protein aggregates	  2.4279357	20.72	Pheno48
protein glycosylation	-17.5306115	20.72	Pheno48
protein synthesis	-10.4261910	20.72	Pheno48
pyrimidine biosynthesis	-28.9428477	20.72	Pheno48
rrna transcription	  1.7431189	20.72	Pheno48
skeletal muscle differentiation	-27.7345434	20.72	Pheno48
spindle assembly	 -5.0998380	20.72	Pheno48
stress granules	 20.5376820	20.72	Pheno48
survival	 -9.0048642	20.72	Pheno48
synaptic plasticity	-11.3517206	20.72	Pheno48
synaptic vesicle exocytosis	 -5.3041848	20.72	Pheno48
t cell activation	  7.7060519	20.72	Pheno48
translational regulation	 -8.9269234	20.72	Pheno48
vesicle transport	       -Inf	20.72	Pheno48
vldl assembly	 -4.3958172	20.72	Pheno48
cell death	  20.827591	18.65	Pheno49
glycolysis	-151.900877	18.65	Pheno49
lipogenesis	  73.891114	18.65	Pheno49
myotube hypertrophy	  29.169749	18.65	Pheno49
proliferation	  -8.708869	18.65	Pheno49
vldl assembly	 264.237491	18.65	Pheno49
cell death	  18.405571	18.22	Pheno50
glycolysis	-107.929204	18.22	Pheno50
lipogenesis	 106.067582	18.22	Pheno50
myotube hypertrophy	  31.993534	18.22	Pheno50
proliferation	  -8.586936	18.22	Pheno50
vldl assembly	 264.237491	18.22	Pheno50
apoptosis	 16.841241	17.79	Pheno51
autophagy	 90.982048	17.79	Pheno51
cell cycle block	 12.261834	17.79	Pheno51
cell cycle exit	 36.876939	17.79	Pheno51
cell cycle progress 	-12.261834	17.79	Pheno51
cell death	 20.968548	17.79	Pheno51
cell growth	 40.471425	17.79	Pheno51
dendritic spine morphogenesis	-22.903003	17.79	Pheno51
fibrosis	  7.526753	17.79	Pheno51
glycolysis	-15.363253	17.79	Pheno51
lipogenesis	 48.188248	17.79	Pheno51
m2 polarization	 49.283994	17.79	Pheno51
metastasis	 12.071452	17.79	Pheno51
muscle atrophy	136.244468	17.79	Pheno51
myotube hypertrophy	-25.380126	17.79	Pheno51
proliferation	 -3.819234	17.79	Pheno51
protein synthesis	-17.438709	17.79	Pheno51
skeletal muscle differentiation	 14.710396	17.79	Pheno51
survival	-13.121678	17.79	Pheno51
t cell activation	 20.801610	17.79	Pheno51
translational regulation	-48.790540	17.79	Pheno51
vldl assembly	 48.319176	17.79	Pheno51
apoptosis	 15.827248	18.32	Pheno52
autophagy	101.007487	18.32	Pheno52
cell cycle block	 11.101841	18.32	Pheno52
cell cycle exit	 33.142405	18.32	Pheno52
cell cycle progress 	-11.101841	18.32	Pheno52
cell death	 20.985500	18.32	Pheno52
cell growth	 42.235970	18.32	Pheno52
dendritic spine morphogenesis	-27.475181	18.32	Pheno52
fibrosis	  7.303739	18.32	Pheno52
glycolysis	-12.638341	18.32	Pheno52
lipogenesis	 56.791161	18.32	Pheno52
m2 polarization	 65.941162	18.32	Pheno52
metastasis	  9.091621	18.32	Pheno52
muscle atrophy	159.221624	18.32	Pheno52
myotube hypertrophy	-22.457502	18.32	Pheno52
proliferation	 -3.737513	18.32	Pheno52
protein synthesis	-20.357061	18.32	Pheno52
skeletal muscle differentiation	 15.665581	18.32	Pheno52
survival	-11.161366	18.32	Pheno52
t cell activation	 22.810497	18.32	Pheno52
translational regulation	-46.578604	18.32	Pheno52
vldl assembly	 49.631350	18.32	Pheno52
adipogenesis	  0.3043025	20.9	Pheno53
alternative splicing regulation	 42.5175039	20.9	Pheno53
apoptosis	  1.8989447	20.9	Pheno53
autophagy	 10.1091855	20.9	Pheno53
cell cycle block	 10.2706940	20.9	Pheno53
cell cycle exit	 18.1917941	20.9	Pheno53
cell cycle progress 	-10.2706940	20.9	Pheno53
cell death	  1.0656852	20.9	Pheno53
cell growth	  9.2552027	20.9	Pheno53
dendritic spine morphogenesis	-13.5493048	20.9	Pheno53
differentiation	  0.7378821	20.9	Pheno53
dna repair	 -0.1133408	20.9	Pheno53
epithelial-mesenchymal transition	 -0.4757019	20.9	Pheno53
fatty acid biosynthesis	 68.6795468	20.9	Pheno53
fibrosis	  3.8781591	20.9	Pheno53
food intake	-37.2492459	20.9	Pheno53
g1/s transition	-14.8294254	20.9	Pheno53
glycogen synthesis	-11.2144382	20.9	Pheno53
glycolysis	 -3.2304216	20.9	Pheno53
lipogenesis	 24.1410017	20.9	Pheno53
m1 polarization	 15.9461648	20.9	Pheno53
m2 polarization	 10.7557369	20.9	Pheno53
mast-cell diff	 45.5966234	20.9	Pheno53
megakaryocyte differentiation 	 45.5966234	20.9	Pheno53
metastasis	 -3.6937208	20.9	Pheno53
mitotic checkpoint	 17.7576904	20.9	Pheno53
muscle atrophy	 13.2107680	20.9	Pheno53
myotube hypertrophy	-27.4960905	20.9	Pheno53
neurodegeneration	 -0.3907721	20.9	Pheno53
neurogenesis	-31.2732464	20.9	Pheno53
nucleotide synthesis	108.3676620	20.9	Pheno53
proliferation	 -4.8625852	20.9	Pheno53
protein synthesis	 -5.2145135	20.9	Pheno53
pyrimidine biosynthesis	 -9.9291699	20.9	Pheno53
skeletal muscle differentiation	  2.7724772	20.9	Pheno53
spindle assembly	 19.5259289	20.9	Pheno53
survival	-12.6198236	20.9	Pheno53
synaptic plasticity	  1.2236093	20.9	Pheno53
synaptic vesicle exocytosis	  8.4248027	20.9	Pheno53
t cell activation	  8.8901528	20.9	Pheno53
translational regulation	 -8.8585159	20.9	Pheno53
vldl assembly	 12.5945984	20.9	Pheno53
adipogenesis	  0.6575565	19.75	Pheno54
alternative splicing regulation	 37.5147167	19.75	Pheno54
apoptosis	  2.0916253	19.75	Pheno54
autophagy	 11.2195603	19.75	Pheno54
cell cycle block	 10.4364026	19.75	Pheno54
cell cycle exit	 16.9448869	19.75	Pheno54
cell cycle progress 	-10.4364026	19.75	Pheno54
cell death	  1.1849442	19.75	Pheno54
cell growth	  9.9079276	19.75	Pheno54
dendritic spine morphogenesis	-15.0141568	19.75	Pheno54
differentiation	  1.0994627	19.75	Pheno54
dna repair	 -0.2769579	19.75	Pheno54
epithelial-mesenchymal transition	  0.1573392	19.75	Pheno54
fatty acid biosynthesis	107.4989065	19.75	Pheno54
fibrosis	  3.4588216	19.75	Pheno54
food intake	-61.2204591	19.75	Pheno54
g1/s transition	-16.5577069	19.75	Pheno54
glycogen synthesis	-12.6895167	19.75	Pheno54
glycolysis	 -3.8291463	19.75	Pheno54
lipogenesis	 27.1687920	19.75	Pheno54
m1 polarization	 14.2917268	19.75	Pheno54
m2 polarization	 10.9898514	19.75	Pheno54
mast-cell diff	 37.5147167	19.75	Pheno54
megakaryocyte differentiation 	 37.5147167	19.75	Pheno54
metastasis	 -3.5773452	19.75	Pheno54
mitotic checkpoint	 19.9252868	19.75	Pheno54
muscle atrophy	 11.8481247	19.75	Pheno54
myotube hypertrophy	-25.8895534	19.75	Pheno54
neurodegeneration	 -0.5396468	19.75	Pheno54
neurogenesis	-37.1246123	19.75	Pheno54
nucleotide synthesis	139.0165424	19.75	Pheno54
proliferation	 -4.3412891	19.75	Pheno54
protein synthesis	 -5.1767014	19.75	Pheno54
pyrimidine biosynthesis	-12.8838037	19.75	Pheno54
skeletal muscle differentiation	  2.7373972	19.75	Pheno54
spindle assembly	 20.5514691	19.75	Pheno54
survival	-11.4691539	19.75	Pheno54
synaptic plasticity	  1.2921254	19.75	Pheno54
synaptic vesicle exocytosis	  6.8751121	19.75	Pheno54
t cell activation	  9.5781139	19.75	Pheno54
translational regulation	 -8.7246573	19.75	Pheno54
vldl assembly	 15.4724877	19.75	Pheno54
apoptosis	  11.29864	18.35	Pheno55
cell cycle block	  38.46167	18.35	Pheno55
cell cycle progress 	 -38.46167	18.35	Pheno55
cell death	  34.18467	18.35	Pheno55
cell growth	  59.32537	18.35	Pheno55
glycolysis	-116.02124	18.35	Pheno55
lipogenesis	  74.42595	18.35	Pheno55
myotube hypertrophy	  31.37094	18.35	Pheno55
proliferation	 -11.20591	18.35	Pheno55
vldl assembly	 104.48460	18.35	Pheno55
apoptosis	  13.37883	18.43	Pheno56
cell cycle block	  42.68456	18.43	Pheno56
cell cycle progress 	 -42.68456	18.43	Pheno56
cell death	  44.12884	18.43	Pheno56
cell growth	  42.50850	18.43	Pheno56
glycolysis	-175.49376	18.43	Pheno56
lipogenesis	 150.14059	18.43	Pheno56
myotube hypertrophy	  39.37411	18.43	Pheno56
proliferation	 -10.38961	18.43	Pheno56
vldl assembly	 328.16907	18.43	Pheno56
adipogenesis	  8.900408	18.63	Pheno57
apoptosis	 11.660327	18.63	Pheno57
autophagy	 65.020994	18.63	Pheno57
cell cycle block	  8.806597	18.63	Pheno57
cell cycle exit	 32.792947	18.63	Pheno57
cell cycle progress 	 -8.806597	18.63	Pheno57
cell death	 13.765659	18.63	Pheno57
cell growth	 33.020632	18.63	Pheno57
dendritic spine morphogenesis	-25.517958	18.63	Pheno57
fibrosis	  3.894474	18.63	Pheno57
glycolysis	 -8.097347	18.63	Pheno57
lipogenesis	 33.745198	18.63	Pheno57
m2 polarization	 37.579989	18.63	Pheno57
metastasis	 10.773050	18.63	Pheno57
muscle atrophy	128.329953	18.63	Pheno57
myotube hypertrophy	-27.604854	18.63	Pheno57
neurogenesis	 12.536071	18.63	Pheno57
proliferation	 -2.916048	18.63	Pheno57
protein synthesis	-19.266294	18.63	Pheno57
skeletal muscle differentiation	 17.006879	18.63	Pheno57
survival	-10.524331	18.63	Pheno57
synaptic plasticity	-14.186764	18.63	Pheno57
t cell activation	 25.210749	18.63	Pheno57
translational regulation	-25.522379	18.63	Pheno57
vldl assembly	 37.747626	18.63	Pheno57
adipogenesis	  9.627864	19.28	Pheno58
apoptosis	 12.772661	19.28	Pheno58
autophagy	 88.190007	19.28	Pheno58
cell cycle block	 10.774641	19.28	Pheno58
cell cycle exit	 26.580840	19.28	Pheno58
cell cycle progress 	-10.774641	19.28	Pheno58
cell death	 14.741929	19.28	Pheno58
cell growth	 24.998318	19.28	Pheno58
dendritic spine morphogenesis	-28.333584	19.28	Pheno58
fibrosis	  4.704925	19.28	Pheno58
glycolysis	 -9.215049	19.28	Pheno58
lipogenesis	 39.301400	19.28	Pheno58
